premise_1,premise_2,inferred,support_count
steak InheritsFrom person,person AtLocation set digital timer,steak AtLocation set digital timer,1
steak InheritsFrom person,person AtLocation spash tide,steak AtLocation spash tide,1
steak InheritsFrom person,person AtLocation shore,steak AtLocation shore,1
steak InheritsFrom person,person AtLocation ocean edge,steak AtLocation ocean edge,1
steak InheritsFrom person,person AtLocation umbrealla,steak AtLocation umbrealla,1
steak InheritsFrom person,person AtLocation cocktail bar,steak AtLocation cocktail bar,1
steak InheritsFrom person,person AtLocation bar study,steak AtLocation bar study,1
steak InheritsFrom person,person AtLocation bar study other person,steak AtLocation bar study other person,1
steak InheritsFrom person,person AtLocation barre practice ballet,steak AtLocation barre practice ballet,1
steak InheritsFrom person,person AtLocation orchestra,steak AtLocation orchestra,1
steak InheritsFrom person,person AtLocation many kind performance,steak AtLocation many kind performance,1
steak InheritsFrom person,person AtLocation rock hard place,steak AtLocation rock hard place,1
steak InheritsFrom person,person AtLocation cruise,steak AtLocation cruise,1
steak InheritsFrom person,person AtLocation war neighbor,steak AtLocation war neighbor,1
steak InheritsFrom person,person AtLocation grandmother farm,steak AtLocation grandmother farm,1
steak InheritsFrom person,person AtLocation glass factory,steak AtLocation glass factory,1
steak InheritsFrom person,person AtLocation coat factory,steak AtLocation coat factory,1
steak InheritsFrom person,person AtLocation brewery,steak AtLocation brewery,1
steak InheritsFrom person,person AtLocation film shoot,steak AtLocation film shoot,1
steak InheritsFrom person,person AtLocation special place,steak AtLocation special place,1
steak InheritsFrom person,person AtLocation funeral home,steak AtLocation funeral home,1
steak InheritsFrom person,person AtLocation space camp,steak AtLocation space camp,1
steak InheritsFrom person,person AtLocation studio,steak AtLocation studio,1
steak InheritsFrom person,person AtLocation pakistan,steak AtLocation pakistan,1
steak InheritsFrom person,person AtLocation head shop,steak AtLocation head shop,1
steak InheritsFrom person,person AtLocation underground lair,steak AtLocation underground lair,1
steak InheritsFrom person,person AtLocation radio station,steak AtLocation radio station,1
steak InheritsFrom person,person AtLocation six nine,steak AtLocation six nine,1
steak InheritsFrom person,person AtLocation umbrella,steak AtLocation umbrella,1
steak InheritsFrom person,person AtLocation salloon,steak AtLocation salloon,1
steak InheritsFrom person,person AtLocation museam,steak AtLocation museam,1
steak InheritsFrom person,person AtLocation small store,steak AtLocation small store,1
steak InheritsFrom person,person AtLocation rochester,steak AtLocation rochester,1
steak InheritsFrom person,person AtLocation corridor,steak AtLocation corridor,1
steak InheritsFrom person,person AtLocation cricket match,steak AtLocation cricket match,1
steak InheritsFrom person,person AtLocation battlefield,steak AtLocation battlefield,1
steak InheritsFrom person,person AtLocation station,steak AtLocation station,1
steak InheritsFrom person,person AtLocation unlikely place,steak AtLocation unlikely place,1
steak InheritsFrom person,person AtLocation state denial,steak AtLocation state denial,1
steak InheritsFrom person,person AtLocation difficult crossroad,steak AtLocation difficult crossroad,1
steak InheritsFrom person,person AtLocation crossroad,steak AtLocation crossroad,1
steak InheritsFrom person,person AtLocation scuba dive pool,steak AtLocation scuba dive pool,1
steak InheritsFrom person,person AtLocation roller skate party,steak AtLocation roller skate party,1
steak InheritsFrom person,person AtLocation hospital give birth,steak AtLocation hospital give birth,1
steak InheritsFrom person,person AtLocation state disarray,steak AtLocation state disarray,1
steak InheritsFrom person,person AtLocation farm ride tractor,steak AtLocation farm ride tractor,1
steak InheritsFrom person,person AtLocation store steal box,steak AtLocation store steal box,1
steak InheritsFrom person,person AtLocation work turn compost pile,steak AtLocation work turn compost pile,1
steak InheritsFrom person,person AtLocation garden build compost,steak AtLocation garden build compost,1
steak InheritsFrom person,person AtLocation spread compost garden,steak AtLocation spread compost garden,1
steak InheritsFrom person,person AtLocation library research compost,steak AtLocation library research compost,1
steak InheritsFrom person,person AtLocation rake leave compost heap,steak AtLocation rake leave compost heap,1
steak InheritsFrom person,person AtLocation strawberry garden spread strawberry,steak AtLocation strawberry garden spread strawberry,1
steak InheritsFrom person,person AtLocation compost heap shoveling yard waste,steak AtLocation compost heap shoveling yard waste,1
steak InheritsFrom person,person AtLocation work compost pile,steak AtLocation work compost pile,1
steak InheritsFrom person,person AtLocation rot grave,steak AtLocation rot grave,1
steak InheritsFrom person,person AtLocation compost pile add manure,steak AtLocation compost pile add manure,1
steak InheritsFrom person,person AtLocation compost pile add potato peel,steak AtLocation compost pile add potato peel,1
steak InheritsFrom person,person AtLocation compost pile add grass clipping,steak AtLocation compost pile add grass clipping,1
steak InheritsFrom person,person AtLocation compost pile add yard waste,steak AtLocation compost pile add yard waste,1
steak InheritsFrom person,person AtLocation compost pile mix manure,steak AtLocation compost pile mix manure,1
steak InheritsFrom person,person AtLocation top compost heap,steak AtLocation top compost heap,1
steak InheritsFrom person,person AtLocation any stage compost,steak AtLocation any stage compost,1
steak InheritsFrom person,person AtLocation compost heap add manure,steak AtLocation compost heap add manure,1
steak InheritsFrom person,person AtLocation compost heap add leave,steak AtLocation compost heap add leave,1
steak InheritsFrom person,person AtLocation hockey game think compost,steak AtLocation hockey game think compost,1
steak InheritsFrom person,person AtLocation compost pile turn,steak AtLocation compost pile turn,1
steak InheritsFrom person,person AtLocation flower bed spread compost,steak AtLocation flower bed spread compost,1
steak InheritsFrom person,person AtLocation disarray,steak AtLocation disarray,1
steak InheritsFrom person,person AtLocation jamba juice,steak AtLocation jamba juice,1
steak InheritsFrom person,person AtLocation paris,steak AtLocation paris,1
steak InheritsFrom person,person AtLocation utah,steak AtLocation utah,1
steak InheritsFrom person,person AtLocation state,steak AtLocation state,1
steak InheritsFrom person,person AtLocation cyberspace,steak AtLocation cyberspace,1
steak InheritsFrom person,person AtLocation dungeon,steak AtLocation dungeon,1
steak InheritsFrom person,person AtLocation courtroom,steak AtLocation courtroom,1
steak InheritsFrom person,person AtLocation atlantic ocean,steak AtLocation atlantic ocean,1
steak InheritsFrom person,person AtLocation peru,steak AtLocation peru,1
steak InheritsFrom person,person AtLocation restroom railway station,steak AtLocation restroom railway station,1
steak InheritsFrom person,person AtLocation collage,steak AtLocation collage,1
steak InheritsFrom person,person AtLocation sho,steak AtLocation sho,1
steak InheritsFrom person,person AtLocation front tv,steak AtLocation front tv,1
steak InheritsFrom person,person AtLocation hard rock cafe,steak AtLocation hard rock cafe,1
steak InheritsFrom person,person AtLocation bingo parlor,steak AtLocation bingo parlor,1
steak InheritsFrom person,person AtLocation traffic accident,steak AtLocation traffic accident,1
steak InheritsFrom person,person AtLocation photomat,steak AtLocation photomat,1
steak InheritsFrom person,person AtLocation dance recital,steak AtLocation dance recital,1
steak InheritsFrom person,person AtLocation drag race,steak AtLocation drag race,1
steak InheritsFrom person,person AtLocation flower show,steak AtLocation flower show,1
steak InheritsFrom person,person AtLocation parent class,steak AtLocation parent class,1
steak InheritsFrom person,person AtLocation dark alley,steak AtLocation dark alley,1
steak InheritsFrom person,person AtLocation iraq,steak AtLocation iraq,1
steak InheritsFrom person,person AtLocation detention,steak AtLocation detention,1
steak InheritsFrom person,person AtLocation bomb shelter,steak AtLocation bomb shelter,1
steak InheritsFrom person,person AtLocation capital build,steak AtLocation capital build,1
steak InheritsFrom person,person AtLocation back bus,steak AtLocation back bus,1
steak InheritsFrom person,person AtLocation top flag pole,steak AtLocation top flag pole,1
steak InheritsFrom person,person AtLocation driver license bureau,steak AtLocation driver license bureau,1
steak InheritsFrom person,person AtLocation court house,steak AtLocation court house,1
steak InheritsFrom person,person AtLocation astro dome,steak AtLocation astro dome,1
steak InheritsFrom person,person AtLocation climb mount ever,steak AtLocation climb mount ever,1
steak InheritsFrom person,person AtLocation therapy,steak AtLocation therapy,1
steak InheritsFrom person,person AtLocation lincoln memorial,steak AtLocation lincoln memorial,1
steak InheritsFrom person,person AtLocation parade float,steak AtLocation parade float,1
steak InheritsFrom person,person AtLocation deli,steak AtLocation deli,1
steak InheritsFrom person,person AtLocation pentagon,steak AtLocation pentagon,1
steak InheritsFrom person,person AtLocation wrestle match,steak AtLocation wrestle match,1
steak InheritsFrom person,person AtLocation elevator shaft,steak AtLocation elevator shaft,1
steak InheritsFrom person,person AtLocation old folk home,steak AtLocation old folk home,1
steak InheritsFrom person,person AtLocation scene accident,steak AtLocation scene accident,1
steak InheritsFrom person,person AtLocation out back yard,steak AtLocation out back yard,1
steak InheritsFrom person,person AtLocation out lake,steak AtLocation out lake,1
steak InheritsFrom person,person AtLocation shoot gallery,steak AtLocation shoot gallery,1
steak InheritsFrom person,person AtLocation machine shop,steak AtLocation machine shop,1
steak InheritsFrom person,person AtLocation administration build,steak AtLocation administration build,1
steak InheritsFrom person,person AtLocation front build,steak AtLocation front build,1
steak InheritsFrom person,person AtLocation top ladder,steak AtLocation top ladder,1
steak InheritsFrom person,person AtLocation wheelchair race,steak AtLocation wheelchair race,1
steak InheritsFrom person,person AtLocation board meet,steak AtLocation board meet,1
steak InheritsFrom person,person AtLocation highchair,steak AtLocation highchair,1
steak InheritsFrom person,person AtLocation blimp,steak AtLocation blimp,1
steak InheritsFrom person,person AtLocation roller coaster ride,steak AtLocation roller coaster ride,1
steak InheritsFrom person,person AtLocation public park,steak AtLocation public park,1
steak InheritsFrom person,person AtLocation fortune teller booth,steak AtLocation fortune teller booth,1
steak InheritsFrom person,person AtLocation chain gang,steak AtLocation chain gang,1
steak InheritsFrom person,person AtLocation home office,steak AtLocation home office,1
steak InheritsFrom person,person AtLocation stair well,steak AtLocation stair well,1
steak InheritsFrom person,person AtLocation regional office,steak AtLocation regional office,1
steak InheritsFrom person,person AtLocation vehicle,steak AtLocation vehicle,1
steak InheritsFrom person,person AtLocation lock room,steak AtLocation lock room,1
steak InheritsFrom person,person AtLocation goal post,steak AtLocation goal post,1
steak InheritsFrom person,person AtLocation janitor closet,steak AtLocation janitor closet,1
steak InheritsFrom person,person AtLocation dog pound,steak AtLocation dog pound,1
steak InheritsFrom person,person AtLocation cell,steak AtLocation cell,1
steak InheritsFrom person,person AtLocation prague,steak AtLocation prague,1
steak InheritsFrom person,person AtLocation cambridge,steak AtLocation cambridge,1
steak InheritsFrom person,person AtLocation tourist site,steak AtLocation tourist site,1
steak InheritsFrom person,person AtLocation knott berry farm,steak AtLocation knott berry farm,1
steak InheritsFrom person,person AtLocation picnic table,steak AtLocation picnic table,1
steak InheritsFrom person,person AtLocation 10k,steak AtLocation 10k,1
steak InheritsFrom person,person AtLocation marathon,steak AtLocation marathon,1
steak InheritsFrom person,person AtLocation workstation,steak AtLocation workstation,1
steak InheritsFrom person,person AtLocation terrace,steak AtLocation terrace,1
steak InheritsFrom person,person AtLocation mountain peak,steak AtLocation mountain peak,1
steak InheritsFrom person,person AtLocation iceberg,steak AtLocation iceberg,1
steak InheritsFrom person,person AtLocation stream,steak AtLocation stream,1
steak InheritsFrom person,person AtLocation mike,steak AtLocation mike,1
steak InheritsFrom person,person AtLocation next another person,steak AtLocation next another person,1
steak InheritsFrom person,person AtLocation home animal,steak AtLocation home animal,1
steak InheritsFrom person,person AtLocation home opposite sex,steak AtLocation home opposite sex,1
steak InheritsFrom person,person AtLocation mail box,steak AtLocation mail box,1
steak InheritsFrom person,person AtLocation eight ball,steak AtLocation eight ball,1
steak InheritsFrom person,person AtLocation sideline,steak AtLocation sideline,1
steak InheritsFrom person,person AtLocation baloon,steak AtLocation baloon,1
steak InheritsFrom person,person AtLocation banquet,steak AtLocation banquet,1
steak InheritsFrom person,person AtLocation last lap,steak AtLocation last lap,1
steak InheritsFrom person,person AtLocation close quarter,steak AtLocation close quarter,1
steak InheritsFrom person,person AtLocation base cliff,steak AtLocation base cliff,1
steak InheritsFrom person,person AtLocation edge trouble,steak AtLocation edge trouble,1
steak InheritsFrom person,person AtLocation rear plane,steak AtLocation rear plane,1
steak InheritsFrom person,person AtLocation pilot seat,steak AtLocation pilot seat,1
steak InheritsFrom person,person AtLocation co-pilot seat,steak AtLocation co-pilot seat,1
steak InheritsFrom person,person AtLocation luxury box,steak AtLocation luxury box,1
steak InheritsFrom person,person AtLocation lab,steak AtLocation lab,1
steak InheritsFrom person,person AtLocation investigation,steak AtLocation investigation,1
steak InheritsFrom person,person AtLocation tiger,steak AtLocation tiger,1
steak InheritsFrom person,person AtLocation gift shop,steak AtLocation gift shop,1
steak InheritsFrom person,person AtLocation wish well,steak AtLocation wish well,1
steak InheritsFrom person,person AtLocation upper deck,steak AtLocation upper deck,1
steak InheritsFrom person,person AtLocation heat,steak AtLocation heat,1
steak InheritsFrom person,person AtLocation shade,steak AtLocation shade,1
steak InheritsFrom person,person AtLocation file,steak AtLocation file,1
steak InheritsFrom person,person AtLocation business meet,steak AtLocation business meet,1
steak InheritsFrom person,person AtLocation terminal,steak AtLocation terminal,1
steak InheritsFrom person,person AtLocation amazon basin,steak AtLocation amazon basin,1
steak InheritsFrom person,person AtLocation bottom pit,steak AtLocation bottom pit,1
steak InheritsFrom person,person AtLocation information booth,steak AtLocation information booth,1
steak InheritsFrom person,person AtLocation crawl space,steak AtLocation crawl space,1
steak InheritsFrom person,person AtLocation camper,steak AtLocation camper,1
steak InheritsFrom person,person AtLocation elementary school,steak AtLocation elementary school,1
steak InheritsFrom person,person AtLocation piano bench,steak AtLocation piano bench,1
steak InheritsFrom person,person AtLocation front counter,steak AtLocation front counter,1
steak InheritsFrom person,person AtLocation head trail,steak AtLocation head trail,1
steak InheritsFrom person,person AtLocation meadow,steak AtLocation meadow,1
steak InheritsFrom person,person AtLocation best seat,steak AtLocation best seat,1
steak InheritsFrom person,person AtLocation cusion,steak AtLocation cusion,1
steak InheritsFrom person,person AtLocation entrance,steak AtLocation entrance,1
steak InheritsFrom person,person AtLocation right place,steak AtLocation right place,1
steak InheritsFrom person,person AtLocation last performance,steak AtLocation last performance,1
steak InheritsFrom person,person AtLocation stage door,steak AtLocation stage door,1
steak InheritsFrom person,person AtLocation transit,steak AtLocation transit,1
steak InheritsFrom person,person AtLocation drive plane,steak AtLocation drive plane,1
steak InheritsFrom person,person AtLocation crater,steak AtLocation crater,1
steak InheritsFrom person,person AtLocation cleaner,steak AtLocation cleaner,1
steak InheritsFrom person,person AtLocation captain table,steak AtLocation captain table,1
steak InheritsFrom person,person AtLocation game room,steak AtLocation game room,1
steak InheritsFrom person,person AtLocation engine room,steak AtLocation engine room,1
steak InheritsFrom person,person AtLocation galley,steak AtLocation galley,1
steak InheritsFrom person,person AtLocation mast,steak AtLocation mast,1
steak InheritsFrom person,person AtLocation principal office,steak AtLocation principal office,1
steak InheritsFrom person,person AtLocation barbecue,steak AtLocation barbecue,1
steak InheritsFrom person,person AtLocation lounge show,steak AtLocation lounge show,1
steak InheritsFrom person,person AtLocation look restroom,steak AtLocation look restroom,1
steak InheritsFrom person,person AtLocation head table,steak AtLocation head table,1
steak InheritsFrom person,person AtLocation gift wrap window,steak AtLocation gift wrap window,1
steak InheritsFrom person,person AtLocation service window,steak AtLocation service window,1
steak InheritsFrom person,person AtLocation customer service window,steak AtLocation customer service window,1
steak InheritsFrom person,person AtLocation dishwasher,steak AtLocation dishwasher,1
steak InheritsFrom person,person AtLocation deli case,steak AtLocation deli case,1
steak InheritsFrom person,person AtLocation record department,steak AtLocation record department,1
steak InheritsFrom person,person AtLocation rear house,steak AtLocation rear house,1
steak InheritsFrom person,person AtLocation judge stand,steak AtLocation judge stand,1
steak InheritsFrom person,person AtLocation recreation center,steak AtLocation recreation center,1
steak InheritsFrom person,person AtLocation food court,steak AtLocation food court,1
steak InheritsFrom person,person AtLocation nose bleed section,steak AtLocation nose bleed section,1
steak InheritsFrom person,person AtLocation hang over edge,steak AtLocation hang over edge,1
steak InheritsFrom person,person AtLocation checkout desk,steak AtLocation checkout desk,1
steak InheritsFrom person,person AtLocation checkin desk,steak AtLocation checkin desk,1
steak InheritsFrom person,person AtLocation wait taxi,steak AtLocation wait taxi,1
steak InheritsFrom person,person AtLocation concierge,steak AtLocation concierge,1
steak InheritsFrom person,person AtLocation come down chimney,steak AtLocation come down chimney,1
steak InheritsFrom person,person AtLocation powder room,steak AtLocation powder room,1
steak InheritsFrom person,person AtLocation little girl room,steak AtLocation little girl room,1
steak InheritsFrom person,person AtLocation second stage,steak AtLocation second stage,1
steak InheritsFrom person,person AtLocation cloakroom,steak AtLocation cloakroom,1
steak InheritsFrom person,person AtLocation dress room,steak AtLocation dress room,1
steak InheritsFrom person,person AtLocation boat race,steak AtLocation boat race,1
steak InheritsFrom person,person AtLocation car race,steak AtLocation car race,1
steak InheritsFrom person,person AtLocation next town,steak AtLocation next town,1
steak InheritsFrom person,person AtLocation nearby city,steak AtLocation nearby city,1
steak InheritsFrom person,person AtLocation nearby state,steak AtLocation nearby state,1
steak InheritsFrom person,person AtLocation nearby country,steak AtLocation nearby country,1
steak InheritsFrom person,person AtLocation nearby house,steak AtLocation nearby house,1
steak InheritsFrom person,person AtLocation nearby tent,steak AtLocation nearby tent,1
steak InheritsFrom person,person AtLocation nearby line,steak AtLocation nearby line,1
steak InheritsFrom person,person AtLocation nearby car,steak AtLocation nearby car,1
steak InheritsFrom person,person AtLocation nearby truck,steak AtLocation nearby truck,1
steak InheritsFrom person,person AtLocation nearby train,steak AtLocation nearby train,1
steak InheritsFrom person,person AtLocation nearby garden,steak AtLocation nearby garden,1
steak InheritsFrom person,person AtLocation distant city,steak AtLocation distant city,1
steak InheritsFrom person,person AtLocation distant state,steak AtLocation distant state,1
steak InheritsFrom person,person AtLocation distant country,steak AtLocation distant country,1
steak InheritsFrom person,person AtLocation distant place,steak AtLocation distant place,1
steak InheritsFrom person,person AtLocation distant village,steak AtLocation distant village,1
steak InheritsFrom person,person AtLocation distant county,steak AtLocation distant county,1
steak InheritsFrom person,person AtLocation mind,steak AtLocation mind,1
steak InheritsFrom person,person AtLocation prison,steak AtLocation prison,1
steak InheritsFrom person,person AtLocation edge final victory,steak AtLocation edge final victory,1
steak InheritsFrom person,person AtLocation stage,steak AtLocation stage,1
steak InheritsFrom person,person AtLocation side show,steak AtLocation side show,1
steak InheritsFrom person,person AtLocation rink,steak AtLocation rink,1
steak InheritsFrom person,person AtLocation slope,steak AtLocation slope,1
steak InheritsFrom person,person AtLocation out picture,steak AtLocation out picture,1
steak InheritsFrom person,person AtLocation pit stop,steak AtLocation pit stop,1
steak InheritsFrom person,person AtLocation ride high,steak AtLocation ride high,1
steak InheritsFrom person,person AtLocation turn-off,steak AtLocation turn-off,1
steak InheritsFrom person,person AtLocation bus bench,steak AtLocation bus bench,1
steak InheritsFrom person,person AtLocation read room,steak AtLocation read room,1
steak InheritsFrom person,person AtLocation fool errand,steak AtLocation fool errand,1
steak InheritsFrom person,person AtLocation point desperation,steak AtLocation point desperation,1
steak InheritsFrom person,person AtLocation recovery room hospital,steak AtLocation recovery room hospital,1
steak InheritsFrom person,person AtLocation church picnic,steak AtLocation church picnic,1
steak InheritsFrom person,person AtLocation merry go round,steak AtLocation merry go round,1
steak InheritsFrom person,person AtLocation aft,steak AtLocation aft,1
steak InheritsFrom person,person AtLocation tropical island,steak AtLocation tropical island,1
steak InheritsFrom person,person AtLocation artic circle,steak AtLocation artic circle,1
steak InheritsFrom person,person AtLocation barber chair,steak AtLocation barber chair,1
steak InheritsFrom person,person AtLocation vancouver,steak AtLocation vancouver,1
steak InheritsFrom person,person AtLocation pantry,steak AtLocation pantry,1
steak InheritsFrom person,person AtLocation magazine rack,steak AtLocation magazine rack,1
steak InheritsFrom person,person AtLocation sun roof,steak AtLocation sun roof,1
steak InheritsFrom person,person AtLocation pharmacy,steak AtLocation pharmacy,1
steak InheritsFrom person,person AtLocation cooler,steak AtLocation cooler,1
steak InheritsFrom person,person AtLocation first stage,steak AtLocation first stage,1
steak InheritsFrom person,person AtLocation last stage,steak AtLocation last stage,1
steak InheritsFrom person,person AtLocation stage coach,steak AtLocation stage coach,1
steak InheritsFrom person,person AtLocation center stage,steak AtLocation center stage,1
steak InheritsFrom person,person AtLocation near footlights,steak AtLocation near footlights,1
steak InheritsFrom person,person AtLocation behind curtain,steak AtLocation behind curtain,1
steak InheritsFrom person,person AtLocation nursery,steak AtLocation nursery,1
steak InheritsFrom person,person AtLocation rung ladder,steak AtLocation rung ladder,1
steak InheritsFrom person,person AtLocation patio,steak AtLocation patio,1
steak InheritsFrom person,person AtLocation mercy,steak AtLocation mercy,1
steak InheritsFrom person,person AtLocation bottom lake,steak AtLocation bottom lake,1
steak InheritsFrom person,person AtLocation trolley,steak AtLocation trolley,1
steak InheritsFrom person,person AtLocation fish counter,steak AtLocation fish counter,1
steak InheritsFrom person,person AtLocation the way,steak AtLocation the way,1
steak InheritsFrom person,person AtLocation roller-coaster,steak AtLocation roller-coaster,1
steak InheritsFrom person,person AtLocation portugal,steak AtLocation portugal,1
steak InheritsFrom person,person AtLocation sofa,steak AtLocation sofa,1
steak InheritsFrom person,person AtLocation work garden,steak AtLocation work garden,1
steak InheritsFrom person,person AtLocation crisis point,steak AtLocation crisis point,1
steak InheritsFrom person,person AtLocation deep cave,steak AtLocation deep cave,1
steak InheritsFrom person,person AtLocation guard shack,steak AtLocation guard shack,1
steak InheritsFrom person,person AtLocation lamb,steak AtLocation lamb,1
steak InheritsFrom person,person AtLocation auditorium,steak AtLocation auditorium,1
steak InheritsFrom person,person AtLocation chinese restaurant,steak AtLocation chinese restaurant,1
steak InheritsFrom person,person AtLocation television station,steak AtLocation television station,1
steak InheritsFrom person,person AtLocation voice lesson,steak AtLocation voice lesson,1
steak InheritsFrom person,person AtLocation long hair barbershop chair,steak AtLocation long hair barbershop chair,1
steak InheritsFrom person,person AtLocation daycare,steak AtLocation daycare,1
steak InheritsFrom person,person AtLocation hotdog stand,steak AtLocation hotdog stand,1
steak InheritsFrom person,person AtLocation sewer,steak AtLocation sewer,1
steak InheritsFrom person,person AtLocation waterpark,steak AtLocation waterpark,1
steak InheritsFrom person,person AtLocation hot tub,steak AtLocation hot tub,1
steak InheritsFrom person,person AtLocation catch traffic jam,steak AtLocation catch traffic jam,1
steak InheritsFrom person,person AtLocation automobile,steak AtLocation automobile,1
steak InheritsFrom person,person AtLocation local music venue,steak AtLocation local music venue,1
steak InheritsFrom person,person AtLocation outside,steak AtLocation outside,1
steak InheritsFrom person,person AtLocation odds world,steak AtLocation odds world,1
steak InheritsFrom person,person AtLocation odds univer,steak AtLocation odds univer,1
steak InheritsFrom person,person AtLocation george bush,steak AtLocation george bush,1
steak InheritsFrom person,person AtLocation ease herself,steak AtLocation ease herself,1
steak InheritsFrom person,person AtLocation divorce court,steak AtLocation divorce court,1
steak InheritsFrom person,person AtLocation tulsa oklahoma,steak AtLocation tulsa oklahoma,1
steak InheritsFrom person,person AtLocation bed other,steak AtLocation bed other,1
steak InheritsFrom person,person AtLocation trendy bar,steak AtLocation trendy bar,1
steak InheritsFrom person,person AtLocation political protest,steak AtLocation political protest,1
steak InheritsFrom person,person AtLocation attic crawlspace,steak AtLocation attic crawlspace,1
steak InheritsFrom person,person AtLocation alone ocean,steak AtLocation alone ocean,1
steak InheritsFrom person,person AtLocation cigar store,steak AtLocation cigar store,1
steak InheritsFrom person,person AtLocation walmart,steak AtLocation walmart,1
steak InheritsFrom person,person AtLocation amazon jungle,steak AtLocation amazon jungle,1
steak InheritsFrom person,person AtLocation bicycle,steak AtLocation bicycle,1
steak InheritsFrom person,person AtLocation toronto,steak AtLocation toronto,1
steak InheritsFrom person,person AtLocation peace world,steak AtLocation peace world,1
steak InheritsFrom person,person AtLocation nail cross,steak AtLocation nail cross,1
steak InheritsFrom person,person AtLocation oneness universe,steak AtLocation oneness universe,1
steak InheritsFrom person,person AtLocation wheel car,steak AtLocation wheel car,1
steak InheritsFrom person,person AtLocation tree house,steak AtLocation tree house,1
steak InheritsFrom person,person AtLocation political meet,steak AtLocation political meet,1
steak InheritsFrom person,person AtLocation tattoo shop,steak AtLocation tattoo shop,1
steak InheritsFrom person,person AtLocation guitar store,steak AtLocation guitar store,1
steak InheritsFrom person,person AtLocation ancient fudal japan,steak AtLocation ancient fudal japan,1
steak InheritsFrom person,person AtLocation london,steak AtLocation london,1
steak InheritsFrom person,person AtLocation head cloud,steak AtLocation head cloud,1
steak InheritsFrom person,person AtLocation rollerrink,steak AtLocation rollerrink,1
steak InheritsFrom person,person AtLocation press release,steak AtLocation press release,1
steak InheritsFrom person,person AtLocation recycle depot,steak AtLocation recycle depot,1
steak InheritsFrom person,person AtLocation second hand store,steak AtLocation second hand store,1
steak InheritsFrom person,person AtLocation thrift store,steak AtLocation thrift store,1
steak InheritsFrom person,person AtLocation therapist,steak AtLocation therapist,1
steak InheritsFrom person,person AtLocation final exam,steak AtLocation final exam,1
steak InheritsFrom person,person AtLocation ground zero,steak AtLocation ground zero,1
steak InheritsFrom person,person AtLocation sea shore,steak AtLocation sea shore,1
steak InheritsFrom person,person AtLocation jet airliner,steak AtLocation jet airliner,1
steak InheritsFrom person,person AtLocation church subgenius,steak AtLocation church subgenius,1
steak InheritsFrom person,person AtLocation mosque,steak AtLocation mosque,1
steak InheritsFrom person,person AtLocation saint petersburg,steak AtLocation saint petersburg,1
steak InheritsFrom person,person AtLocation concert hall,steak AtLocation concert hall,1
steak InheritsFrom person,person AtLocation house-boat dwell water,steak AtLocation house-boat dwell water,1
steak InheritsFrom person,person AtLocation factory,steak AtLocation factory,1
steak InheritsFrom person,person AtLocation subway station,steak AtLocation subway station,1
steak InheritsFrom person,person AtLocation height,steak AtLocation height,1
steak InheritsFrom person,person AtLocation head class,steak AtLocation head class,1
steak InheritsFrom person,person AtLocation bottom class,steak AtLocation bottom class,1
steak InheritsFrom person,person AtLocation toll booth,steak AtLocation toll booth,1
steak InheritsFrom person,person AtLocation carlsbad cavern,steak AtLocation carlsbad cavern,1
steak InheritsFrom person,person AtLocation park garage,steak AtLocation park garage,1
steak InheritsFrom person,person AtLocation airliner,steak AtLocation airliner,1
steak InheritsFrom person,person AtLocation smithsonian,steak AtLocation smithsonian,1
steak InheritsFrom person,person AtLocation craft show,steak AtLocation craft show,1
steak InheritsFrom person,person AtLocation gun show,steak AtLocation gun show,1
steak InheritsFrom person,person AtLocation craft booth,steak AtLocation craft booth,1
steak InheritsFrom person,person AtLocation border,steak AtLocation border,1
steak InheritsFrom person,person AtLocation sailboat,steak AtLocation sailboat,1
steak InheritsFrom person,person AtLocation antique store,steak AtLocation antique store,1
steak InheritsFrom person,person AtLocation ticket booth,steak AtLocation ticket booth,1
steak InheritsFrom person,person AtLocation librarary,steak AtLocation librarary,1
steak InheritsFrom person,person AtLocation gamew,steak AtLocation gamew,1
steak InheritsFrom person,person AtLocation tne store,steak AtLocation tne store,1
steak InheritsFrom person,person AtLocation shack,steak AtLocation shack,1
steak InheritsFrom person,person AtLocation pizza parlor,steak AtLocation pizza parlor,1
steak InheritsFrom person,person AtLocation crazy party,steak AtLocation crazy party,1
steak InheritsFrom person,person AtLocation bicycle ride,steak AtLocation bicycle ride,1
steak InheritsFrom person,person AtLocation rollercoaster,steak AtLocation rollercoaster,1
steak InheritsFrom person,person AtLocation unimportant meet,steak AtLocation unimportant meet,1
steak InheritsFrom person,person AtLocation fork road,steak AtLocation fork road,1
steak InheritsFrom person,person AtLocation retire,steak AtLocation retire,1
steak InheritsFrom person,person AtLocation peak,steak AtLocation peak,1
steak InheritsFrom person,person AtLocation mental hospital,steak AtLocation mental hospital,1
steak InheritsFrom person,person AtLocation flower shop,steak AtLocation flower shop,1
steak InheritsFrom person,person AtLocation public place,steak AtLocation public place,1
steak InheritsFrom person,person AtLocation conference dinner,steak AtLocation conference dinner,1
steak InheritsFrom person,person AtLocation meet boss,steak AtLocation meet boss,1
steak InheritsFrom person,person AtLocation theater play,steak AtLocation theater play,1
steak InheritsFrom person,person AtLocation box match,steak AtLocation box match,1
steak InheritsFrom person,person AtLocation burma,steak AtLocation burma,1
steak InheritsFrom person,person AtLocation campground,steak AtLocation campground,1
