Premise 1,Premise 2,Inferred,Gemini Response,Pattern
competition PartOf play poker,play poker HasSubevent deck replace,competition HasSubevent deck replace,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent deck examine,competition HasSubevent deck examine,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent dirty dealer manipulate deck,competition HasSubevent dirty dealer manipulate deck,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent social pressure keep play,competition HasSubevent social pressure keep play,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent disappointment loss,competition HasSubevent disappointment loss,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent enthrallment over win,competition HasSubevent enthrallment over win,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent emotion cause bad decision,competition HasSubevent emotion cause bad decision,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent loss winnings build rapidly,competition HasSubevent loss winnings build rapidly,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent chip,competition HasSubevent chip,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent stack chip fall,competition HasSubevent stack chip fall,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent manipulate chip finger,competition HasSubevent manipulate chip finger,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent foul language,competition HasSubevent foul language,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent gambler sit together,competition HasSubevent gambler sit together,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent gambler take chance,competition HasSubevent gambler take chance,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent gambler take chance money,competition HasSubevent gambler take chance money,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent might win money,competition HasSubevent might win money,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent fold expectation negative,competition HasSubevent fold expectation negative,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent fold,competition HasSubevent fold,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent show card,competition HasSubevent show card,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent out chip,competition HasSubevent out chip,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent card deck,competition HasSubevent card deck,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent watch cheat,competition HasSubevent watch cheat,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent count chip,competition HasSubevent count chip,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent wait turn,competition HasSubevent wait turn,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent win hand,competition HasSubevent win hand,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent lose hand,competition HasSubevent lose hand,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent win small pot,competition HasSubevent win small pot,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent win big pot,competition HasSubevent win big pot,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent lose pot,competition HasSubevent lose pot,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent turn card up,competition HasSubevent turn card up,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent lucky,competition HasSubevent lucky,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent unlucky,competition HasSubevent unlucky,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent exercise skill,competition HasSubevent exercise skill,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent throw chip pot,competition HasSubevent throw chip pot,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent rake pot,competition HasSubevent rake pot,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent take big blind,competition HasSubevent take big blind,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent take small blind,competition HasSubevent take small blind,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent play early position,competition HasSubevent play early position,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent play middle position,competition HasSubevent play middle position,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent play late position,competition HasSubevent play late position,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent take advantage position,competition HasSubevent take advantage position,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent calculate odds,competition HasSubevent calculate odds,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent play odds,competition HasSubevent play odds,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent use strategy,competition HasSubevent use strategy,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent ignore kibitzer,competition HasSubevent ignore kibitzer,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent play rule,competition HasSubevent play rule,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent use poker etiquette,competition HasSubevent use poker etiquette,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent pick up card,competition HasSubevent pick up card,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent cut deck card,competition HasSubevent cut deck card,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent cut deck,competition HasSubevent cut deck,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent randomize card,competition HasSubevent randomize card,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent check complete deck,competition HasSubevent check complete deck,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent seat around table,competition HasSubevent seat around table,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent win game,competition HasSubevent win game,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent drink alcohol,competition HasSubevent drink alcohol,yes,PartOf_HasSubevent
frame PartOf paint,paint HasSubevent cover item not paint,frame HasSubevent cover item not paint,yes,PartOf_HasSubevent
misunderstand PartOf learn,learn HasSubevent listen teacher,misunderstand HasSubevent listen teacher,yes,PartOf_HasSubevent
misunderstand PartOf learn,learn HasSubevent frustrate,misunderstand HasSubevent frustrate,yes,PartOf_HasSubevent
misunderstand PartOf learn,learn HasSubevent search net,misunderstand HasSubevent search net,yes,PartOf_HasSubevent
misunderstand PartOf learn,learn HasSubevent listen study,misunderstand HasSubevent listen study,yes,PartOf_HasSubevent
misunderstand PartOf learn,learn HasSubevent wish not,misunderstand HasSubevent wish not,yes,PartOf_HasSubevent
misunderstand PartOf learn,learn HasSubevent shift attitude,misunderstand HasSubevent shift attitude,yes,PartOf_HasSubevent
misunderstand PartOf learn,learn HasSubevent apply mind towards subject,misunderstand HasSubevent apply mind towards subject,yes,PartOf_HasSubevent
misunderstand PartOf learn,learn HasSubevent emjoy process,misunderstand HasSubevent emjoy process,yes,PartOf_HasSubevent
misunderstand PartOf learn,learn HasSubevent write information notepad,misunderstand HasSubevent write information notepad,yes,PartOf_HasSubevent
computer virus PartOf computer,computer HasSubevent type,computer virus HasSubevent type,yes,PartOf_HasSubevent
afternoon PartOf day,day HasSubevent light out,afternoon HasSubevent light out,yes,PartOf_HasSubevent
pagan PartOf person,person HasSubevent crave eat sweet,pagan HasSubevent crave eat sweet,yes,PartOf_HasSubevent
pagan PartOf person,person HasSubevent gun fight quick win,pagan HasSubevent gun fight quick win,yes,PartOf_HasSubevent
storage PartOf computer,computer HasSubevent type,storage HasSubevent type,yes,PartOf_HasSubevent
water spout PartOf bath,bath HasSubevent turn water,water spout HasSubevent turn water,yes,PartOf_HasSubevent
water spout PartOf bath,bath HasSubevent notice finger wrinkle,water spout HasSubevent notice finger wrinkle,yes,PartOf_HasSubevent
water spout PartOf bath,bath HasSubevent skin wrinkle up,water spout HasSubevent skin wrinkle up,yes,PartOf_HasSubevent
water spout PartOf bath,bath HasSubevent might clean,water spout HasSubevent might clean,yes,PartOf_HasSubevent
water spout PartOf bath,bath HasSubevent play water,water spout HasSubevent play water,yes,PartOf_HasSubevent
water spout PartOf bath,bath HasSubevent get soap eye,water spout HasSubevent get soap eye,yes,PartOf_HasSubevent
water spout PartOf bath,bath HasSubevent read,water spout HasSubevent read,yes,PartOf_HasSubevent
water spout PartOf bath,bath HasSubevent skin pucker,water spout HasSubevent skin pucker,yes,PartOf_HasSubevent
water spout PartOf bath,bath HasSubevent body become clean,water spout HasSubevent body become clean,yes,PartOf_HasSubevent
cherish PartOf love,love HasSubevent feel empathy experience,cherish HasSubevent feel empathy experience,yes,PartOf_HasSubevent
cherish PartOf love,love HasSubevent want see happy,cherish HasSubevent want see happy,yes,PartOf_HasSubevent
cherish PartOf love,love HasSubevent think,cherish HasSubevent think,yes,PartOf_HasSubevent
order PartOf class,class HasSubevent resent professor,order HasSubevent resent professor,yes,PartOf_HasSubevent
order PartOf class,class HasSubevent hate professor,order HasSubevent hate professor,yes,PartOf_HasSubevent
order PartOf class,class HasSubevent look blackboard,order HasSubevent look blackboard,yes,PartOf_HasSubevent
order PartOf class,class HasSubevent raise hand,order HasSubevent raise hand,yes,PartOf_HasSubevent
order PartOf class,class HasSubevent give speech,order HasSubevent give speech,yes,PartOf_HasSubevent
put sock PartOf dress,dress HasSubevent put footwear,put sock HasSubevent put footwear,yes,PartOf_HasSubevent
style PartOf plant,plant HasSubevent want grow,style HasSubevent want grow,yes,PartOf_HasSubevent
warrior PartOf war,war HasSubevent fewer person world,warrior HasSubevent fewer person world,yes,PartOf_HasSubevent
epistemology PartOf philosophy,philosophy HasSubevent learn,epistemology HasSubevent learn,yes,PartOf_HasSubevent
individual PartOf group,group HasSubevent person often tell story,individual HasSubevent person often tell story,yes,PartOf_HasSubevent
casualty PartOf war,war HasSubevent fewer person world,casualty HasSubevent fewer person world,yes,PartOf_HasSubevent
midnight PartOf day,day HasSubevent light out,midnight HasSubevent light out,yes,PartOf_HasSubevent
exam PartOf take course,take course HasSubevent write,exam HasSubevent write,yes,PartOf_HasSubevent
exam PartOf take course,take course HasSubevent use computer,exam HasSubevent use computer,yes,PartOf_HasSubevent
exam PartOf take course,take course HasSubevent listen carefully,exam HasSubevent listen carefully,yes,PartOf_HasSubevent
cap PartOf plant,plant HasSubevent want grow,cap HasSubevent want grow,yes,PartOf_HasSubevent
grace PartOf love,love HasSubevent fun,grace HasSubevent fun,yes,PartOf_HasSubevent
grace PartOf love,love HasSubevent feel empathy experience,grace HasSubevent feel empathy experience,yes,PartOf_HasSubevent
grace PartOf love,love HasSubevent want see happy,grace HasSubevent want see happy,yes,PartOf_HasSubevent
grace PartOf love,love HasSubevent cherish other,grace HasSubevent cherish other,yes,PartOf_HasSubevent
grace PartOf love,love HasSubevent think,grace HasSubevent think,yes,PartOf_HasSubevent
long island PartOf new york,new york HasSubevent take picture,long island HasSubevent take picture,yes,PartOf_HasSubevent
long island PartOf new york,new york HasSubevent see statue liberty,long island HasSubevent see statue liberty,yes,PartOf_HasSubevent
soundboard PartOf piano,piano HasSubevent fun,soundboard HasSubevent fun,yes,PartOf_HasSubevent
good day bad day PartOf live,live HasSubevent growth,good day bad day HasSubevent growth,yes,PartOf_HasSubevent
good day bad day PartOf live,live HasSubevent see,good day bad day HasSubevent see,yes,PartOf_HasSubevent
good day bad day PartOf live,"live HasSubevent sensibility sensitivities,and sensuality","good day bad day HasSubevent sensibility sensitivities,and sensuality",yes,PartOf_HasSubevent
good day bad day PartOf live,live HasSubevent experience,good day bad day HasSubevent experience,yes,PartOf_HasSubevent
good day bad day PartOf live,live HasSubevent make carbon dioxide,good day bad day HasSubevent make carbon dioxide,yes,PartOf_HasSubevent
good day bad day PartOf live,live HasSubevent work,good day bad day HasSubevent work,yes,PartOf_HasSubevent
good day bad day PartOf live,live HasSubevent occasional original think,good day bad day HasSubevent occasional original think,yes,PartOf_HasSubevent
crow PartOf murder,murder HasSubevent panic,crow HasSubevent panic,yes,PartOf_HasSubevent
crow PartOf murder,murder HasSubevent die,crow HasSubevent die,yes,PartOf_HasSubevent
stigma PartOf plant,plant HasSubevent want grow,stigma HasSubevent want grow,yes,PartOf_HasSubevent
lose sleep PartOf study,study HasSubevent become tire,lose sleep HasSubevent become tire,yes,PartOf_HasSubevent
lose sleep PartOf study,study HasSubevent learn new,lose sleep HasSubevent learn new,yes,PartOf_HasSubevent
lose sleep PartOf study,study HasSubevent remember already know,lose sleep HasSubevent remember already know,yes,PartOf_HasSubevent
lose sleep PartOf study,study HasSubevent look note,lose sleep HasSubevent look note,yes,PartOf_HasSubevent
lose sleep PartOf study,study HasSubevent distract dog,lose sleep HasSubevent distract dog,yes,PartOf_HasSubevent
lose sleep PartOf study,study HasSubevent enlightenment,lose sleep HasSubevent enlightenment,yes,PartOf_HasSubevent
lose sleep PartOf study,study HasSubevent distract,lose sleep HasSubevent distract,yes,PartOf_HasSubevent
lose sleep PartOf study,study HasSubevent slove question,lose sleep HasSubevent slove question,yes,PartOf_HasSubevent
lose sleep PartOf study,study HasSubevent write note,lose sleep HasSubevent write note,yes,PartOf_HasSubevent
management PartOf company,company HasSubevent make eat,management HasSubevent make eat,yes,PartOf_HasSubevent
victory defeat PartOf war,war HasSubevent fewer person world,victory defeat HasSubevent fewer person world,yes,PartOf_HasSubevent
flesh PartOf plant,plant HasSubevent want grow,flesh HasSubevent want grow,yes,PartOf_HasSubevent
afters PartOf meal,meal HasSubevent want tea,afters HasSubevent want tea,yes,PartOf_HasSubevent
description PartOf patent,patent HasSubevent protect intellectual property,description HasSubevent protect intellectual property,yes,PartOf_HasSubevent
clean engine PartOf wash car,wash car HasSubevent might wet,clean engine HasSubevent might wet,yes,PartOf_HasSubevent
clean engine PartOf wash car,wash car HasSubevent wear short,clean engine HasSubevent wear short,yes,PartOf_HasSubevent
clean engine PartOf wash car,wash car HasSubevent change type water spray,clean engine HasSubevent change type water spray,yes,PartOf_HasSubevent
clean engine PartOf wash car,wash car HasSubevent waste time water,clean engine HasSubevent waste time water,yes,PartOf_HasSubevent
center passage PartOf church,church HasSubevent confess sin,center passage HasSubevent confess sin,yes,PartOf_HasSubevent
record keep PartOf work office,work office HasSubevent goof off visit web site,record keep HasSubevent goof off visit web site,yes,PartOf_HasSubevent
control unit PartOf computer,computer HasSubevent type,control unit HasSubevent type,yes,PartOf_HasSubevent
early morning PartOf day,day HasSubevent light out,early morning HasSubevent light out,yes,PartOf_HasSubevent
customer service PartOf job,job HasSubevent meet new person,customer service HasSubevent meet new person,yes,PartOf_HasSubevent
customer service PartOf job,job HasSubevent feel include,customer service HasSubevent feel include,yes,PartOf_HasSubevent
customer service PartOf job,job HasSubevent must work,customer service HasSubevent must work,yes,PartOf_HasSubevent
customer service PartOf job,job HasSubevent gain responsibility,customer service HasSubevent gain responsibility,yes,PartOf_HasSubevent
customer service PartOf job,job HasSubevent desk,customer service HasSubevent desk,yes,PartOf_HasSubevent
customer service PartOf job,job HasSubevent fill out w-4 form,customer service HasSubevent fill out w-4 form,yes,PartOf_HasSubevent
customer service PartOf job,job HasSubevent become wage-slave,customer service HasSubevent become wage-slave,yes,PartOf_HasSubevent
late night PartOf day,day HasSubevent light out,late night HasSubevent light out,yes,PartOf_HasSubevent
cotton fibrous substance PartOf plant,plant HasSubevent want grow,cotton fibrous substance HasSubevent want grow,yes,PartOf_HasSubevent
mindless paperwork PartOf job,job HasSubevent feel include,mindless paperwork HasSubevent feel include,yes,PartOf_HasSubevent
mindless paperwork PartOf job,job HasSubevent must work,mindless paperwork HasSubevent must work,yes,PartOf_HasSubevent
mindless paperwork PartOf job,job HasSubevent fill out w-4 form,mindless paperwork HasSubevent fill out w-4 form,yes,PartOf_HasSubevent
mindless paperwork PartOf job,job HasSubevent become wage-slave,mindless paperwork HasSubevent become wage-slave,yes,PartOf_HasSubevent
mindless paperwork PartOf job,job HasSubevent think,mindless paperwork HasSubevent think,yes,PartOf_HasSubevent
mindless busywork PartOf job,job HasSubevent receive pay check,mindless busywork HasSubevent receive pay check,yes,PartOf_HasSubevent
mindless busywork PartOf job,job HasSubevent feel include,mindless busywork HasSubevent feel include,yes,PartOf_HasSubevent
mindless busywork PartOf job,job HasSubevent must work,mindless busywork HasSubevent must work,yes,PartOf_HasSubevent
mindless busywork PartOf job,job HasSubevent pay regularly,mindless busywork HasSubevent pay regularly,yes,PartOf_HasSubevent
mindless busywork PartOf job,job HasSubevent find out hour,mindless busywork HasSubevent find out hour,yes,PartOf_HasSubevent
mindless busywork PartOf job,job HasSubevent earn salary,mindless busywork HasSubevent earn salary,yes,PartOf_HasSubevent
mindless busywork PartOf job,job HasSubevent fill out w-4 form,mindless busywork HasSubevent fill out w-4 form,yes,PartOf_HasSubevent
mindless busywork PartOf job,job HasSubevent work every day,mindless busywork HasSubevent work every day,yes,PartOf_HasSubevent
mindless busywork PartOf job,job HasSubevent become wage-slave,mindless busywork HasSubevent become wage-slave,yes,PartOf_HasSubevent
mindless busywork PartOf job,job HasSubevent beg,mindless busywork HasSubevent beg,yes,PartOf_HasSubevent
taxi ride PartOf trip,trip HasSubevent might fall,taxi ride HasSubevent might fall,yes,PartOf_HasSubevent
taxi ride PartOf trip,trip HasSubevent may fall,taxi ride HasSubevent may fall,yes,PartOf_HasSubevent
taxi ride PartOf trip,trip HasSubevent may difficult sleep different pillow,taxi ride HasSubevent may difficult sleep different pillow,yes,PartOf_HasSubevent
glan PartOf penis,penis HasSubevent fun,glan HasSubevent fun,yes,PartOf_HasSubevent
pore PartOf plant,plant HasSubevent want grow,pore HasSubevent want grow,yes,PartOf_HasSubevent
follicle PartOf plant,plant HasSubevent want grow,follicle HasSubevent want grow,yes,PartOf_HasSubevent
bud PartOf plant,plant HasSubevent want grow,bud HasSubevent want grow,yes,PartOf_HasSubevent
bio PartOf computer,computer HasSubevent type,bio HasSubevent type,yes,PartOf_HasSubevent
patent number PartOf patent,patent HasSubevent protect intellectual property,patent number HasSubevent protect intellectual property,yes,PartOf_HasSubevent
claim PartOf patent,patent HasSubevent protect intellectual property,claim HasSubevent protect intellectual property,yes,PartOf_HasSubevent
assignee PartOf patent,patent HasSubevent protect intellectual property,assignee HasSubevent protect intellectual property,yes,PartOf_HasSubevent
classification code PartOf patent,patent HasSubevent protect intellectual property,classification code HasSubevent protect intellectual property,yes,PartOf_HasSubevent
capsule PartOf plant,plant HasSubevent want grow,capsule HasSubevent want grow,yes,PartOf_HasSubevent
trackpad PartOf computer,computer HasSubevent type,trackpad HasSubevent type,yes,PartOf_HasSubevent
8th inning PartOf baseball game,baseball game HasSubevent want throw ball,8th inning HasSubevent want throw ball,yes,PartOf_HasSubevent
8th inning PartOf baseball game,baseball game HasSubevent hit ball bat,8th inning HasSubevent hit ball bat,yes,PartOf_HasSubevent
8th inning PartOf baseball game,baseball game HasSubevent bat,8th inning HasSubevent bat,yes,PartOf_HasSubevent
dollar note PartOf money,money HasSubevent give back,dollar note HasSubevent give back,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent everybody listen,diction HasSubevent everybody listen,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent control pitch,diction HasSubevent control pitch,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent sing key,diction HasSubevent sing key,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent entertain yourself other person,diction HasSubevent entertain yourself other person,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent impress member opposite sex,diction HasSubevent impress member opposite sex,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent hit right note,diction HasSubevent hit right note,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent exercise voice,diction HasSubevent exercise voice,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent use vocal cord,diction HasSubevent use vocal cord,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent take lesson,diction HasSubevent take lesson,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent forget problem,diction HasSubevent forget problem,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent entertain others,diction HasSubevent entertain others,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent make music,diction HasSubevent make music,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent might entertain others,diction HasSubevent might entertain others,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent make noise,diction HasSubevent make noise,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent make sound voice,diction HasSubevent make sound voice,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent person cover ear,diction HasSubevent person cover ear,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent breathe deeply,diction HasSubevent breathe deeply,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent enterta others,diction HasSubevent enterta others,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent ask silent,diction HasSubevent ask silent,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent other person join,diction HasSubevent other person join,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent heare song,diction HasSubevent heare song,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent try carry tune,diction HasSubevent try carry tune,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent get punch face,diction HasSubevent get punch face,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent person listen,diction HasSubevent person listen,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent person attract,diction HasSubevent person attract,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent raise voice,diction HasSubevent raise voice,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent forget word,diction HasSubevent forget word,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent forget right word,diction HasSubevent forget right word,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent stand front microphone,diction HasSubevent stand front microphone,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent voice make sound,diction HasSubevent voice make sound,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent remember lyric,diction HasSubevent remember lyric,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent open close mouth,diction HasSubevent open close mouth,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent sound hear,diction HasSubevent sound hear,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent hum part forget,diction HasSubevent hum part forget,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent person may laugh,diction HasSubevent person may laugh,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent use voice,diction HasSubevent use voice,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent try stay tune,diction HasSubevent try stay tune,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent glass break,diction HasSubevent glass break,yes,PartOf_HasSubevent
diction PartOf sing,sing HasSubevent imagine pavarotti,diction HasSubevent imagine pavarotti,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent clean paintbrush,sketch idea HasSubevent clean paintbrush,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent look model,sketch idea HasSubevent look model,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent throw out,sketch idea HasSubevent throw out,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent other person look,sketch idea HasSubevent other person look,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent person wonder mean,sketch idea HasSubevent person wonder mean,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent get paint yourself,sketch idea HasSubevent get paint yourself,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent whistle,sketch idea HasSubevent whistle,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent mix color palatte,sketch idea HasSubevent mix color palatte,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent paint clothe,sketch idea HasSubevent paint clothe,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent find naked woman,sketch idea HasSubevent find naked woman,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent dream,sketch idea HasSubevent dream,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent think color,sketch idea HasSubevent think color,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent dirty,sketch idea HasSubevent dirty,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent look scene,sketch idea HasSubevent look scene,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent open paint tube,sketch idea HasSubevent open paint tube,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent buy paint number kit,sketch idea HasSubevent buy paint number kit,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent concentrate mind,sketch idea HasSubevent concentrate mind,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent clean brush,sketch idea HasSubevent clean brush,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent sign,sketch idea HasSubevent sign,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent hang done,sketch idea HasSubevent hang done,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent dip brush paint,sketch idea HasSubevent dip brush paint,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent dip paintbrush water,sketch idea HasSubevent dip paintbrush water,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent dip brush,sketch idea HasSubevent dip brush,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent imagine,sketch idea HasSubevent imagine,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent see new,sketch idea HasSubevent see new,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent point get make,sketch idea HasSubevent point get make,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent wet canvas,sketch idea HasSubevent wet canvas,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent may fun,sketch idea HasSubevent may fun,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent change,sketch idea HasSubevent change,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent set up easel,sketch idea HasSubevent set up easel,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent make brush stroke,sketch idea HasSubevent make brush stroke,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent paint over,sketch idea HasSubevent paint over,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent look photograph,sketch idea HasSubevent look photograph,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent follow outline,sketch idea HasSubevent follow outline,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent put foreground,sketch idea HasSubevent put foreground,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent put detail,sketch idea HasSubevent put detail,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent choose brush,sketch idea HasSubevent choose brush,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent wipe off brush,sketch idea HasSubevent wipe off brush,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent squeeze tube paint,sketch idea HasSubevent squeeze tube paint,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent open tube paint,sketch idea HasSubevent open tube paint,yes,PartOf_HasSubevent
