Premise 1,Premise 2,Inferred,Gemini Response,Pattern
apple InheritsFrom person,person AtLocation everywhere,apple AtLocation everywhere,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation powerstation,apple AtLocation powerstation,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hide,apple AtLocation hide,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation corner,apple AtLocation corner,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ranger station,apple AtLocation ranger station,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation attic,apple AtLocation attic,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation odds else,apple AtLocation odds else,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation center attention,apple AtLocation center attention,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation wail wall,apple AtLocation wail wall,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation bathtub,apple AtLocation bathtub,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation desert,apple AtLocation desert,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation space,apple AtLocation space,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation store,apple AtLocation store,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation capital south dakota,apple AtLocation capital south dakota,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ballpark,apple AtLocation ballpark,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation home alone,apple AtLocation home alone,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ferris wheel,apple AtLocation ferris wheel,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation prayer meet,apple AtLocation prayer meet,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation soup kitchen,apple AtLocation soup kitchen,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation girl scout meet,apple AtLocation girl scout meet,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation graduation ceremony,apple AtLocation graduation ceremony,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation plaza,apple AtLocation plaza,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation town meet,apple AtLocation town meet,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation dock,apple AtLocation dock,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation nightclub,apple AtLocation nightclub,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation tennis match,apple AtLocation tennis match,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation dog show,apple AtLocation dog show,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hair salon,apple AtLocation hair salon,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation roller rink,apple AtLocation roller rink,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation rapid,apple AtLocation rapid,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation courtyard,apple AtLocation courtyard,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hallway,apple AtLocation hallway,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation poetry read,apple AtLocation poetry read,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation spa,apple AtLocation spa,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation florist,apple AtLocation florist,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation impasse,apple AtLocation impasse,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation odds another,apple AtLocation odds another,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation least 50 year old,apple AtLocation least 50 year old,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation floor,apple AtLocation floor,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation good point,apple AtLocation good point,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation away,apple AtLocation away,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation baltimore,apple AtLocation baltimore,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation library research,apple AtLocation library research,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation africa,apple AtLocation africa,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ocean mountain,apple AtLocation ocean mountain,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation dream-state,apple AtLocation dream-state,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation downstairs,apple AtLocation downstairs,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation another planet,apple AtLocation another planet,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation golf course,apple AtLocation golf course,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ballroom,apple AtLocation ballroom,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation begin,apple AtLocation begin,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation pee,apple AtLocation pee,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation line,apple AtLocation line,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hosipital,apple AtLocation hosipital,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation arcade,apple AtLocation arcade,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation front door,apple AtLocation front door,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation outer space,apple AtLocation outer space,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hotel france,apple AtLocation hotel france,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation limbo,apple AtLocation limbo,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation titty bar,apple AtLocation titty bar,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation theme park,apple AtLocation theme park,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation seek assistance,apple AtLocation seek assistance,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation home themselves,apple AtLocation home themselves,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation horn dilemma,apple AtLocation horn dilemma,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation barn,apple AtLocation barn,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation crack house,apple AtLocation crack house,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation oktoberf,apple AtLocation oktoberf,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation garden,apple AtLocation garden,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation protest,apple AtLocation protest,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation middle nowhere,apple AtLocation middle nowhere,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation alternate universe,apple AtLocation alternate universe,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation body,apple AtLocation body,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation quandry,apple AtLocation quandry,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ice rink,apple AtLocation ice rink,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation else,apple AtLocation else,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation crtical point life,apple AtLocation crtical point life,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation moter,apple AtLocation moter,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation amusement park,apple AtLocation amusement park,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation somalia,apple AtLocation somalia,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation dinner table,apple AtLocation dinner table,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation vacation resort,apple AtLocation vacation resort,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation wormhole,apple AtLocation wormhole,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation prostitute,apple AtLocation prostitute,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation la-la land,apple AtLocation la-la land,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation spaceship,apple AtLocation spaceship,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation cut edge technology,apple AtLocation cut edge technology,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation top tree,apple AtLocation top tree,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation cliff,apple AtLocation cliff,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation box ring,apple AtLocation box ring,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation formal dinner,apple AtLocation formal dinner,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation canoe,apple AtLocation canoe,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation barbeque,apple AtLocation barbeque,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation truck,apple AtLocation truck,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ski slpe,apple AtLocation ski slpe,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation out snowstorm,apple AtLocation out snowstorm,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation firework show,apple AtLocation firework show,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation moble building,apple AtLocation moble building,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation bed cover,apple AtLocation bed cover,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation kansa,apple AtLocation kansa,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation seashore,apple AtLocation seashore,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation novelty shop,apple AtLocation novelty shop,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation strip club,apple AtLocation strip club,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation drive-in,apple AtLocation drive-in,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation farmer market,apple AtLocation farmer market,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation space station,apple AtLocation space station,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation lecture hall,apple AtLocation lecture hall,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation coffee shop,apple AtLocation coffee shop,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation taxi cab,apple AtLocation taxi cab,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation insane asylum,apple AtLocation insane asylum,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation forest preserve,apple AtLocation forest preserve,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ambulance,apple AtLocation ambulance,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation front line,apple AtLocation front line,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation base camp,apple AtLocation base camp,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation command station,apple AtLocation command station,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation city counrty,apple AtLocation city counrty,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation labor rally,apple AtLocation labor rally,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation politcal rally,apple AtLocation politcal rally,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation dogtrack,apple AtLocation dogtrack,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation parent house,apple AtLocation parent house,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation boutique,apple AtLocation boutique,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation skate rink,apple AtLocation skate rink,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation house bedroom,apple AtLocation house bedroom,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation house bed,apple AtLocation house bed,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation foreign country,apple AtLocation foreign country,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation difficult age,apple AtLocation difficult age,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation heven,apple AtLocation heven,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation sack,apple AtLocation sack,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation bed sex,apple AtLocation bed sex,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hut,apple AtLocation hut,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation service station,apple AtLocation service station,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation woman,apple AtLocation woman,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation sport event,apple AtLocation sport event,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation parc,apple AtLocation parc,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation edge cliff,apple AtLocation edge cliff,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation internet,apple AtLocation internet,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation theatre,apple AtLocation theatre,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation rocky mountain,apple AtLocation rocky mountain,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation job interview,apple AtLocation job interview,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation citadel,apple AtLocation citadel,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation monastery,apple AtLocation monastery,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation nunnery,apple AtLocation nunnery,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation aviary,apple AtLocation aviary,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation great pyramid,apple AtLocation great pyramid,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation proctologist,apple AtLocation proctologist,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation nascar race,apple AtLocation nascar race,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation buckingham palace,apple AtLocation buckingham palace,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation epitome,apple AtLocation epitome,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ride surf board,apple AtLocation ride surf board,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation sun ray during day,apple AtLocation sun ray during day,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation walk around aimlessly,apple AtLocation walk around aimlessly,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation motorcycle,apple AtLocation motorcycle,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation end time,apple AtLocation end time,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation barrel,apple AtLocation barrel,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation make love,apple AtLocation make love,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation high rise apartment,apple AtLocation high rise apartment,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation musical concert,apple AtLocation musical concert,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation movie theatre,apple AtLocation movie theatre,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation lay next lover,apple AtLocation lay next lover,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation microscope disect insect,apple AtLocation microscope disect insect,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation theatrical play,apple AtLocation theatrical play,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation car repair shop,apple AtLocation car repair shop,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation picture,apple AtLocation picture,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation mount rushmore,apple AtLocation mount rushmore,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation log cabin,apple AtLocation log cabin,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation basket ball gme,apple AtLocation basket ball gme,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation sauna,apple AtLocation sauna,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation mercy others,apple AtLocation mercy others,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation secret meet,apple AtLocation secret meet,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation bind,apple AtLocation bind,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation disposal creator,apple AtLocation disposal creator,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation height power,apple AtLocation height power,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation back room,apple AtLocation back room,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation chasm,apple AtLocation chasm,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation state contemplation,apple AtLocation state contemplation,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation igloo,apple AtLocation igloo,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation pep rally,apple AtLocation pep rally,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation charity benefit,apple AtLocation charity benefit,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation pentagon brief meet,apple AtLocation pentagon brief meet,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation guitar lesson,apple AtLocation guitar lesson,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation bottom ski slope,apple AtLocation bottom ski slope,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation news conference,apple AtLocation news conference,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation stick traffic jam,apple AtLocation stick traffic jam,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation outpost,apple AtLocation outpost,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hill,apple AtLocation hill,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation neighbor barn,apple AtLocation neighbor barn,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation trunk mad man,apple AtLocation trunk mad man,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ball game,apple AtLocation ball game,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation space shuttle launch,apple AtLocation space shuttle launch,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation bar mitzvah,apple AtLocation bar mitzvah,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation sit rock,apple AtLocation sit rock,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation clinic,apple AtLocation clinic,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation shoot range,apple AtLocation shoot range,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation surveillance,apple AtLocation surveillance,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation out sight,apple AtLocation out sight,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hide shadow,apple AtLocation hide shadow,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hot water,apple AtLocation hot water,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation visit museum,apple AtLocation visit museum,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation television,apple AtLocation television,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation view,apple AtLocation view,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation else mercy,apple AtLocation else mercy,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation prison hold cell,apple AtLocation prison hold cell,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation racetrack,apple AtLocation racetrack,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation orthodontist,apple AtLocation orthodontist,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation festival,apple AtLocation festival,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation park lot,apple AtLocation park lot,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation traffic light,apple AtLocation traffic light,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation line grocery store,apple AtLocation line grocery store,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation company picnic,apple AtLocation company picnic,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation la vega,apple AtLocation la vega,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation air,apple AtLocation air,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation jungle,apple AtLocation jungle,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation wrong place,apple AtLocation wrong place,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation back door,apple AtLocation back door,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation first base,apple AtLocation first base,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation phone,apple AtLocation phone,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation aruba,apple AtLocation aruba,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation cocktail party,apple AtLocation cocktail party,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation concorde,apple AtLocation concorde,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation window,apple AtLocation window,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation seek,apple AtLocation seek,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation space shuttle,apple AtLocation space shuttle,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation rodeo,apple AtLocation rodeo,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation moab,apple AtLocation moab,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation sink clean dish,apple AtLocation sink clean dish,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation desk study,apple AtLocation desk study,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation atlantum,apple AtLocation atlantum,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation scientific advance,apple AtLocation scientific advance,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation bat baseball game,apple AtLocation bat baseball game,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation play broadway,apple AtLocation play broadway,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation nurse home,apple AtLocation nurse home,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation scenic overlook,apple AtLocation scenic overlook,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation grand canyon,apple AtLocation grand canyon,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation barber shop,apple AtLocation barber shop,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation brazil,apple AtLocation brazil,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation end tether,apple AtLocation end tether,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation top field,apple AtLocation top field,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation backgammon,apple AtLocation backgammon,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation eiffel tower,apple AtLocation eiffel tower,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation managerie,apple AtLocation managerie,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation competition,apple AtLocation competition,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation seattle,apple AtLocation seattle,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation turn point,apple AtLocation turn point,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation mariana trench,apple AtLocation mariana trench,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation earth,apple AtLocation earth,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation contemplative state,apple AtLocation contemplative state,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation alter state mind,apple AtLocation alter state mind,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation social event,apple AtLocation social event,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation out country,apple AtLocation out country,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation state depression,apple AtLocation state depression,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation airport terminal,apple AtLocation airport terminal,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation dry cleaner,apple AtLocation dry cleaner,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation law school,apple AtLocation law school,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation harvard university,apple AtLocation harvard university,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation boston,apple AtLocation boston,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation department store,apple AtLocation department store,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation in-laws house,apple AtLocation in-laws house,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation middle street,apple AtLocation middle street,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation cloud nine,apple AtLocation cloud nine,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation tea party,apple AtLocation tea party,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation drugstore,apple AtLocation drugstore,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation operate room,apple AtLocation operate room,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation animal hospital,apple AtLocation animal hospital,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation fish market,apple AtLocation fish market,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation another country,apple AtLocation another country,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation uninhabit island,apple AtLocation uninhabit island,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation resort town,apple AtLocation resort town,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation home farm,apple AtLocation home farm,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation end patience,apple AtLocation end patience,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation courthouse,apple AtLocation courthouse,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation doghouse,apple AtLocation doghouse,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation creek,apple AtLocation creek,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation vermont,apple AtLocation vermont,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation stake,apple AtLocation stake,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ease himself,apple AtLocation ease himself,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation wild party,apple AtLocation wild party,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hide under bed,apple AtLocation hide under bed,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation decisive point life,apple AtLocation decisive point life,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation army,apple AtLocation army,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation point time,apple AtLocation point time,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation another universe,apple AtLocation another universe,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation past,apple AtLocation past,no,InheritsFrom_AtLocation
